France_Aquitaine_Pyrenees-Atlantiques	12120
France_Auvergne_Allier	3924
France_Auvergne_Cantal	7364
France_Auvergne_Haute-Loire	6020
France_Auvergne_Puy-de-Dome	7924
France_Brittany_Cotes-dArmor	3128
France_Brittany_Finistere	3452
France_Brittany_Ille-et-Vilaine	2500
France_Brittany_Morbihan	3160
France_Burgundy_Cote-dOr	5296
France_Burgundy_Nievre	4156
France_Burgundy_Saone-et-Loire	5488
France_Burgundy_Yonne	3968
France_Centre-Val de Loire_Cher	2592
France_Centre-Val de Loire_Eure-et-Loir	1548
France_Centre-Val de Loire_Indre	2344
France_Centre-Val de Loire_Indre-et-Loire	2176
France_Centre-Val de Loire_Loir-et-Cher	2232
France_Centre-Val de Loire_Loiret	2080
France_Champagne-Ardenne	12732
France_Corsica	3176
France_Free County_North	6092
France_Free County_South	8064
France_French Guiana	12568
France_Ile-de-France_Essonne	808
France_Ile-de-France_Hauts-de-Seine	100
France_Ile-de-France_Paris	72
France_Ile-de-France_Seine-et-Marne	2092
France_Ile-de-France_Seine-Saint-Denis	108
France_Ile-de-France_Val-de-Marne	100
France_Ile-de-France_Val-dOise	564
France_Ile-de-France_Yvelines	1100
France_Languedoc-Roussillon_Aude	7412
France_Languedoc-Roussillon_Gard	6436
France_Languedoc-Roussillon_Herault	6636
France_Languedoc-Roussillon_Lozere	7288
France_Languedoc-Roussillon_Pyrenees-Orientales	7660
France_Limousin	14276
France_Lorraine_Meurthe-et-Moselle	3068
France_Lorraine_Meuse	3628
France_Lorraine_Moselle	4392
France_Lorraine_Vosges	5704
France_Lower Normandy_Calvados	2492
France_Lower Normandy_Manche	2576
France_Lower Normandy_Orne	2812
France_Midi-Pyrenees_Ariege	11204
France_Midi-Pyrenees_Aveyron	11432
France_Midi-Pyrenees_Gers	4192
France_Midi-Pyrenees_Haute-Garonne	6208
France_Midi-Pyrenees_Hautes-Pyrenees	10428
France_Midi-Pyrenees_Lot	5208
France_Midi-Pyrenees_Tarn	5888
